,CRASH DATE,CRASH TIME,BOROUGH,ZIP CODE,LATITUDE,LONGITUDE,LOCATION,ON STREET NAME,CROSS STREET NAME,OFF STREET NAME,NUMBER OF PERSONS INJURED,NUMBER OF PERSONS KILLED,NUMBER OF PEDESTRIANS INJURED,NUMBER OF PEDESTRIANS KILLED,NUMBER OF CYCLIST INJURED,NUMBER OF CYCLIST KILLED,NUMBER OF MOTORIST INJURED,NUMBER OF MOTORIST KILLED,CONTRIBUTING FACTOR VEHICLE 1,CONTRIBUTING FACTOR VEHICLE 2,CONTRIBUTING FACTOR VEHICLE 3,CONTRIBUTING FACTOR VEHICLE 4,CONTRIBUTING FACTOR VEHICLE 5,COLLISION_ID,VEHICLE TYPE CODE 1,VEHICLE TYPE CODE 2,VEHICLE TYPE CODE 3,VEHICLE TYPE CODE 4,VEHICLE TYPE CODE 5,Regex
244,08/23/2021,11:50,,,40.80066,-73.9544,"(40.80066, -73.9544)",7 AVENUE,,,1.0,0,1,0,0,0,0,0,Driver Inattention/Distraction,,,,,4456765,Station Wagon/Sport Utility Vehicle,,,,,08.80066.9544
245,09/11/2021,21:34,BRONX,10469.0,40.87645,-73.848175,"(40.87645, -73.848175)",BOSTON ROAD,FENTON AVENUE,,0.0,0,0,0,0,0,0,0,Turning Improperly,Unspecified,,,,4456435,Sedan,Station Wagon/Sport Utility Vehicle,,,,09.87645.848175
246,09/11/2021,11:30,QUEENS,11373.0,40.737865,-73.876144,"(40.737865, -73.876144)",,,87-46     52 AVENUE,0.0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,Unspecified,,,,4456181,Sedan,Sedan,,,,09.737865.876144
247,09/06/2021,10:34,,,40.764103,-73.93277,"(40.764103, -73.93277)",21 STREET,33 ROAD,,1.0,0,0,0,0,0,1,0,Reaction to Uninvolved Vehicle,Unspecified,,,,4456550,Sedan,Sedan,,,,09.764103.93277
248,07/08/2021,15:56,,,40.66735,-73.76994,"(40.66735, -73.76994)",BELT PARKWAY,,,1.0,0,0,0,0,0,1,0,Other Vehicular,Following Too Closely,,,,4456615,Sedan,Sedan,,,,07.66735.76994
249,07/07/2021,23:06,,,40.824265,-73.95642,"(40.824265, -73.95642)",HENRY HUDSON PARKWAY,,,0.0,0,0,0,0,0,0,0,Passing Too Closely,Unspecified,,,,4456647,Sedan,,,,,07.824265.95642
250,09/11/2021,6:51,,,40.702045,-73.9156,"(40.702045, -73.9156)",GREENE AVENUE,,,0.0,0,0,0,0,0,0,0,Backing Unsafely,Unspecified,,,,4455820,Sedan,Sedan,,,,09.702045.9156
251,09/07/2021,12:30,,,40.85306,-73.931,"(40.85306, -73.931)",SAINT NICHOLAS AVENUE,,,1.0,0,1,0,0,0,0,0,Driver Inattention/Distraction,,,,,4456845,Sedan,,,,,09.85306.931
252,09/11/2021,4:10,MANHATTAN,10033.0,0.0,0.0,"(0.0, 0.0)",WEST 181 STREET,FORT WASHINGTON AVENUE,,0.0,0,0,0,0,0,0,0,Unspecified,,,,,4456191,Station Wagon/Sport Utility Vehicle,Sedan,,,,09.0.0
253,07/08/2021,9:25,,,40.697315,-73.932274,"(40.697315, -73.932274)",BUSHWICK AVENUE,,,0.0,0,0,0,0,0,0,0,Turning Improperly,Unspecified,,,,4456586,Station Wagon/Sport Utility Vehicle,Sedan,,,,07.697315.932274
254,09/11/2021,6:40,,,40.679344,-73.859535,"(40.679344, -73.859535)",LIBERTY AVENUE,,,0.0,0,0,0,0,0,0,0,Passing Too Closely,Unspecified,Unspecified,,,4456718,Sedan,Sedan,,,,09.679344.859535
255,09/11/2021,17:35,QUEENS,11435.0,40.708923,-73.81877,"(40.708923, -73.81877)",,,137-65    QUEENS BOULEVARD,0.0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,4456821,Sedan,Station Wagon/Sport Utility Vehicle,,,,09.708923.81877
256,07/08/2021,17:17,STATEN ISLAND,10304.0,40.60203,-74.09572,"(40.60203, -74.09572)",ROME AVENUE,UPTON STREET,,1.0,0,0,0,0,0,1,0,Lost Consciousness,Unspecified,,,,4456608,Sedan,Sedan,,,,07.60203.09572
257,09/10/2021,3:00,,,40.693787,-73.81173,"(40.693787, -73.81173)",VAN WYCK EXPWY,,,1.0,0,0,0,0,0,1,0,Unsafe Speed,Unspecified,,,,4456531,Station Wagon/Sport Utility Vehicle,,,,,09.693787.81173
258,09/11/2021,5:59,BRONX,10459.0,40.826767,-73.888855,"(40.826767, -73.888855)",EAST 167 STREET,BRYANT AVENUE,,0.0,0,0,0,0,0,0,0,Unspecified,Unspecified,Unspecified,,,4455832,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,Sedan,,,09.826767.888855
259,09/09/2021,11:39,STATEN ISLAND,10306.0,40.56692,-74.116234,"(40.56692, -74.116234)",CLAWSON STREET,PRINCETON AVENUE,,1.0,0,0,0,0,0,1,0,Passing or Lane Usage Improper,Unspecified,,,,4456735,Sedan,Station Wagon/Sport Utility Vehicle,,,,09.56692.116234
260,04/13/2021,17:30,QUEENS,11106.0,,,,33 st,31ave,,0.0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4408019,Sedan,Sedan,,,,04.0.0
261,09/11/2021,17:40,BROOKLYN,11228.0,40.623913,-74.00726,"(40.623913, -74.00726)",12 AVENUE,71 STREET,,0.0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4456734,Sedan,Station Wagon/Sport Utility Vehicle,,,,09.623913.00726
262,09/11/2021,22:15,,,40.592422,-73.99508,"(40.592422, -73.99508)",BELT PARKWAY,,,0.0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,4455983,Sedan,Station Wagon/Sport Utility Vehicle,,,,09.592422.99508
263,09/11/2021,7:15,BROOKLYN,11207.0,40.6783,-73.88988,"(40.6783, -73.88988)",FULTON STREET,SCHENCK AVENUE,,0.0,0,0,0,0,0,0,0,Unspecified,,,,,4456323,Sedan,,,,,09.6783.88988
264,09/10/2021,17:00,QUEENS,11372.0,40.748962,-73.89176,"(40.748962, -73.89176)",74 STREET,37 AVENUE,,0.0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4456889,Sedan,Station Wagon/Sport Utility Vehicle,,,,09.748962.89176
265,07/08/2021,11:33,BROOKLYN,11236.0,40.631508,-73.90506,"(40.631508, -73.90506)",,,1222      EAST 83 STREET,0.0,0,0,0,0,0,0,0,Driver Inexperience,Unspecified,,,,4456679,Sedan,Sedan,,,,07.631508.90506
266,09/11/2021,21:48,,,40.677322,-73.790955,"(40.677322, -73.790955)",SUTPHIN BOULEVARD,,,0.0,0,0,0,0,0,0,0,Alcohol Involvement,Unspecified,,,,4456373,Station Wagon/Sport Utility Vehicle,Sedan,,,,09.677322.790955
267,03/26/2022,10:30,,,40.57666,-73.965836,"(40.57666, -73.965836)",BRIGHTON BEACH AVENUE,,,0.0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,4513885,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,,03.57666.965836
268,09/11/2021,19:00,,,40.804585,-73.94782,"(40.804585, -73.94782)",WEST 120 STREET,,,1.0,0,0,0,1,0,0,0,Traffic Control Disregarded,Unspecified,,,,4456758,Taxi,Bike,,,,09.804585.94782
269,09/11/2021,22:23,BRONX,10452.0,40.832916,-73.92939,"(40.832916, -73.92939)",OGDEN AVENUE,WEST 164 STREET,,0.0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,4456498,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,,09.832916.92939
270,09/11/2021,15:00,QUEENS,11428.0,40.722515,-73.73332,"(40.722515, -73.73332)",222 STREET,93 ROAD,,1.0,0,1,0,0,0,0,0,Unspecified,,,,,4455941,Sedan,,,,,09.722515.73332
271,09/10/2021,10:20,QUEENS,11419.0,40.692127,-73.83484,"(40.692127, -73.83484)",ATLANTIC AVENUE,111 STREET,,2.0,0,0,0,0,0,2,0,Failure to Yield Right-of-Way,Unsafe Speed,,,,4456778,Sedan,Sedan,,,,09.692127.83484
272,09/11/2021,0:00,BRONX,10474.0,40.807537,-73.8798,"(40.807537, -73.8798)",HALLECK STREET,VIELE AVENUE,,0.0,0,0,0,0,0,0,0,Traffic Control Disregarded,Unspecified,,,,4455883,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,,09.807537.8798
273,07/06/2021,15:01,BRONX,10467.0,40.878128,-73.86944,"(40.878128, -73.86944)",BRONX BOULEVARD,EAST GUN HILL ROAD,,0.0,0,0,0,0,0,0,0,Other Vehicular,,,,,4456627,Station Wagon/Sport Utility Vehicle,,,,,07.878128.86944
274,07/09/2021,4:00,,,40.75777,-73.854164,"(40.75777, -73.854164)",GRAND CENTRAL PKWY,,,0.0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4456640,Sedan,Sedan,,,,07.75777.854164
275,09/10/2021,8:45,BROOKLYN,11212.0,40.6569,-73.907486,"(40.6569, -73.907486)",,,940       ROCKAWAY AVENUE,0.0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,4456812,Sedan,Bus,,,,09.6569.907486
276,09/11/2021,11:51,,,40.845024,-73.92632,"(40.845024, -73.92632)",CROSS BRONX EXPY,,,1.0,0,0,0,0,0,1,0,Driver Inattention/Distraction,Unspecified,,,,4455924,Station Wagon/Sport Utility Vehicle,Sedan,,,,09.845024.92632
277,09/11/2021,18:50,BRONX,10459.0,40.817795,-73.89319,"(40.817795, -73.89319)",BRUCKNER BOULEVARD,TIFFANY STREET,,1.0,0,0,0,0,0,1,0,Unspecified,Unspecified,,,,4455894,Station Wagon/Sport Utility Vehicle,Refrigerated Van,,,,09.817795.89319
278,07/02/2021,7:10,,,40.81915,-73.93062,"(40.81915, -73.93062)",MAJOR DEEGAN EXPRESSWAY,,,1.0,0,0,0,0,0,1,0,Driver Inexperience,Unspecified,,,,4456596,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,,07.81915.93062
279,09/06/2021,13:26,STATEN ISLAND,10314.0,40.591778,-74.12734,"(40.591778, -74.12734)",,,1466      MANOR ROAD,0.0,0,0,0,0,0,0,0,Backing Unsafely,Unspecified,,,,4456742,Sedan,,,,,09.591778.12734
280,09/11/2021,5:30,QUEENS,11101.0,40.753994,-73.94244,"(40.753994, -73.94244)",21 STREET,41 AVENUE,,1.0,0,0,0,0,0,1,0,Following Too Closely,Unspecified,,,,4455969,Station Wagon/Sport Utility Vehicle,Sedan,,,,09.753994.94244
281,09/11/2021,12:55,MANHATTAN,10012.0,40.724846,-73.999,"(40.724846, -73.999)",,,101       PRINCE STREET,1.0,0,0,0,1,0,0,0,Passing or Lane Usage Improper,Other Vehicular,,,,4455841,Station Wagon/Sport Utility Vehicle,Bike,,,,09.724846.999
282,09/11/2021,14:00,,,,,,CROSS BRONX EXPY RAMP,,,2.0,0,0,0,0,0,2,0,Following Too Closely,Unspecified,,,,4456497,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,,09.0.0
283,07/09/2021,12:30,,,40.822933,-73.93813,"(40.822933, -73.93813)",WEST 147 STREET,,,0.0,0,0,0,0,0,0,0,Other Vehicular,Other Vehicular,,,,4456711,Box Truck,Sedan,,,,07.822933.93813
284,09/11/2021,13:00,,,40.680477,-73.951164,"(40.680477, -73.951164)",FULTON STREET,,,1.0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,4456154,Sedan,E-Scooter,,,,09.680477.951164
285,09/11/2021,15:00,BROOKLYN,11203.0,40.648243,-73.929,"(40.648243, -73.929)",TILDEN AVENUE,EAST 51 STREET,,0.0,0,0,0,0,0,0,0,Backing Unsafely,Unspecified,,,,4456204,Sedan,Sedan,,,,09.648243.929
286,07/08/2021,15:30,BROOKLYN,11236.0,40.64366,-73.90067,"(40.64366, -73.90067)",ROCKAWAY PARKWAY,FLATLANDS AVENUE,,1.0,0,1,0,0,0,0,0,Driver Inattention/Distraction,,,,,4456683,Sedan,,,,,07.64366.90067
287,07/09/2021,11:15,,,40.6843,-73.94121,"(40.6843, -73.94121)",JEFFERSON AVENUE,,,0.0,0,0,0,0,0,0,0,Passing Too Closely,Unspecified,,,,4456696,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,,07.6843.94121
288,09/02/2021,10:45,,,40.602425,-74.091354,"(40.602425, -74.091354)",TARGEE STREET,,,1.0,0,0,0,0,0,1,0,Lost Consciousness,Unspecified,,,,4456521,Sedan,Sedan,,,,09.602425.091354
289,09/07/2021,17:35,BROOKLYN,11225.0,40.662037,-73.95077,"(40.662037, -73.95077)",,,1065      NOSTRAND AVENUE,1.0,0,0,0,0,0,1,0,Driver Inattention/Distraction,Driver Inattention/Distraction,Unspecified,Unspecified,,4456865,Flat Bed,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,Sedan,,09.662037.95077
290,09/11/2021,19:08,BROOKLYN,11217.0,40.68164,-73.98568,"(40.68164, -73.98568)",NEVINS STREET,BUTLER STREET,,0.0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,4456389,Taxi,Station Wagon/Sport Utility Vehicle,,,,09.68164.98568
291,09/11/2021,10:25,MANHATTAN,10128.0,40.781315,-73.94614,"(40.781315, -73.94614)",1 AVENUE,EAST 93 STREET,,0.0,0,0,0,0,0,0,0,Backing Unsafely,,,,,4456512,Station Wagon/Sport Utility Vehicle,,,,,09.781315.94614
292,09/11/2021,14:00,,,40.74498,-73.89325,"(40.74498, -73.89325)",72 STREET,41 AVENUE,,0.0,0,0,0,0,0,0,0,Unspecified,,,,,4455860,Station Wagon/Sport Utility Vehicle,,,,,09.74498.89325
293,08/29/2021,0:12,,,40.6117,-74.13918,"(40.6117, -74.13918)",VICTORY BOULEVARD,HARVEY AVENUE,,1.0,0,0,0,0,0,1,0,Driver Inattention/Distraction,Unspecified,,,,4456782,Motorcycle,Station Wagon/Sport Utility Vehicle,,,,08.6117.13918
294,09/11/2021,23:48,BROOKLYN,11234.0,40.616295,-73.92991,"(40.616295, -73.92991)",FLATBUSH AVENUE,AVENUE O,,0.0,0,0,0,0,0,0,0,Unsafe Speed,Passing or Lane Usage Improper,,,,4455949,Station Wagon/Sport Utility Vehicle,Sedan,,,,09.616295.92991
295,09/11/2021,1:45,QUEENS,11356.0,40.78322,-73.84586,"(40.78322, -73.84586)",18 AVENUE,COLLEGE POINT BOULEVARD,,0.0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,4456097,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,,09.78322.84586
296,07/08/2021,17:13,BRONX,10469.0,40.87122,-73.83709,"(40.87122, -73.83709)",,,1851      ADEE AVENUE,0.0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4456623,Sedan,,,,,07.87122.83709
297,09/09/2021,11:39,QUEENS,11416.0,40.680077,-73.852684,"(40.680077, -73.852684)",86 STREET,103 AVENUE,,0.0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,4456775,Sedan,Station Wagon/Sport Utility Vehicle,,,,09.680077.852684
298,07/06/2021,19:00,BRONX,10457.0,40.843384,-73.88987,"(40.843384, -73.88987)",,,1908      PROSPECT AVENUE,0.0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4456664,Sedan,,,,,07.843384.88987
299,09/11/2021,17:19,,,40.680023,-73.794624,"(40.680023, -73.794624)",146 STREET,,,0.0,0,0,0,0,0,0,0,Passing Too Closely,Unspecified,Unspecified,,,4456370,Sedan,Sedan,Station Wagon/Sport Utility Vehicle,,,09.680023.794624
300,07/06/2021,18:00,BROOKLYN,11222.0,40.72937,-73.955444,"(40.72937, -73.955444)",,,133       MILTON STREET,0.0,0,0,0,0,0,0,0,Obstruction/Debris,,,,,4456567,Sedan,,,,,07.72937.955444
301,07/05/2021,17:20,BROOKLYN,11208.0,40.683754,-73.88565,"(40.683754, -73.88565)",ELTON STREET,JAMAICA AVENUE,,0.0,0,0,0,0,0,0,0,Driver Inexperience,,,,,4456628,E-Bike,,,,,07.683754.88565
302,09/11/2021,9:10,,,40.70413,-73.76984,"(40.70413, -73.76984)",DUNLOP AVENUE,,,0.0,0,0,0,0,0,0,0,Turning Improperly,Unspecified,Unspecified,,,4456844,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,09.70413.76984
303,09/11/2021,21:45,BROOKLYN,11223.0,40.609985,-73.96239,"(40.609985, -73.96239)",AVENUE P,CONEY ISLAND AVENUE,,0.0,0,0,0,0,0,0,0,Unspecified,,,,,4455985,Sedan,,,,,09.609985.96239
304,07/09/2021,6:51,BROOKLYN,11208.0,40.673676,-73.86576,"(40.673676, -73.86576)",SUTTER AVENUE,SHERIDAN AVENUE,,1.0,0,1,0,0,0,0,0,View Obstructed/Limited,,,,,4456655,Sedan,,,,,07.673676.86576
305,09/11/2021,21:00,MANHATTAN,10168.0,40.751442,-73.97606,"(40.751442, -73.97606)",LEXINGTON AVENUE,EAST 42 STREET,,1.0,0,0,0,0,0,1,0,Unspecified,Unspecified,,,,4456058,Station Wagon/Sport Utility Vehicle,Bus,,,,09.751442.97606
306,07/08/2021,14:30,BRONX,10464.0,40.86514,-73.801544,"(40.86514, -73.801544)",,,1         ORCHARD BEACH ROAD,1.0,0,0,0,0,0,1,0,Unspecified,Unspecified,,,,4456600,Sedan,Sedan,,,,07.86514.801544
307,09/11/2021,18:38,QUEENS,11375.0,40.72218,-73.84406,"(40.72218, -73.84406)",,,70-31     108 STREET,0.0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,Unspecified,,,,4455907,Sedan,Sedan,,,,09.72218.84406
308,09/11/2021,15:28,MANHATTAN,10035.0,40.797924,-73.9296,"(40.797924, -73.9296)",,,90        PALADINO AVENUE,0.0,0,0,0,0,0,0,0,Unspecified,,,,,4456549,Station Wagon/Sport Utility Vehicle,,,,,09.797924.9296
309,09/05/2021,16:40,,,40.626373,-73.99754,"(40.626373, -73.99754)",62 STREET,,,0.0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,Unspecified,,,4456897,Sedan,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,09.626373.99754
310,09/11/2021,5:26,,,40.883133,-73.882095,"(40.883133, -73.882095)",WEST GUN HILL ROAD,,,1.0,0,0,0,0,0,1,0,Lost Consciousness,Unspecified,Unspecified,,,4456407,Sedan,Sedan,Station Wagon/Sport Utility Vehicle,,,09.883133.882095
311,09/11/2021,12:30,BRONX,10470.0,40.90222,-73.85589,"(40.90222, -73.85589)",,,4526      BRONX BOULEVARD,0.0,0,0,0,0,0,0,0,Aggressive Driving/Road Rage,Unspecified,,,,4456480,Sedan,,,,,09.90222.85589
312,09/10/2021,12:10,QUEENS,11366.0,40.72717,-73.78739,"(40.72717, -73.78739)",UNION TURNPIKE,181 STREET,,0.0,0,0,0,0,0,0,0,Backing Unsafely,Unspecified,,,,4456829,Motorcycle,Sedan,,,,09.72717.78739
313,06/26/2021,10:30,QUEENS,11691.0,40.600792,-73.76711,"(40.600792, -73.76711)",,,31-29     DWIGHT AVENUE,0.0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,4456660,Station Wagon/Sport Utility Vehicle,Sedan,,,,06.600792.76711
314,07/01/2021,21:00,,,40.84434,-73.91475,"(40.84434, -73.91475)",JEROME AVENUE,,,0.0,0,0,0,0,0,0,0,Unsafe Lane Changing,Unspecified,,,,4456715,Sedan,Sedan,,,,07.84434.91475
315,04/16/2021,17:55,BROOKLYN,11233.0,40.67922,-73.90405,"(40.67922, -73.90405)",BROADWAY,CONWAY STREET,,0.0,0,0,0,0,0,0,0,Unspecified,,,,,4408080,Sedan,,,,,04.67922.90405
316,09/11/2021,13:10,MANHATTAN,10035.0,40.802982,-73.93815,"(40.802982, -73.93815)",,,129       EAST 123 STREET,0.0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4456543,Taxi,Station Wagon/Sport Utility Vehicle,,,,09.802982.93815
317,07/04/2021,0:58,BROOKLYN,11222.0,40.731544,-73.955315,"(40.731544, -73.955315)",,,145       JAVA STREET,1.0,0,1,0,0,0,0,0,Driver Inattention/Distraction,,,,,4456592,Sedan,,,,,07.731544.955315
318,09/11/2021,2:38,QUEENS,11420.0,40.683323,-73.80648,"(40.683323, -73.80648)",,,111-48    VANWYCK EXPRESSWAY,1.0,0,1,0,0,0,0,0,Unsafe Speed,,,,,4456140,Station Wagon/Sport Utility Vehicle,,,,,09.683323.80648
319,07/04/2021,21:00,BROOKLYN,11222.0,40.732006,-73.95795,"(40.732006, -73.95795)",FRANKLIN STREET,INDIA STREET,,1.0,0,0,0,1,0,0,0,Alcohol Involvement,Unspecified,,,,4456577,Sedan,E-Bike,,,,07.732006.95795
320,09/11/2021,18:00,BROOKLYN,11212.0,40.6544,-73.92044,"(40.6544, -73.92044)",LINDEN BOULEVARD,EAST 91 STREET,,1.0,0,0,0,0,0,1,0,Failure to Yield Right-of-Way,Unspecified,,,,4456200,Sedan,Sedan,,,,09.6544.92044
321,07/02/2021,16:45,QUEENS,11692.0,40.589592,-73.786385,"(40.589592, -73.786385)",,,57-07     SHORE FRONT PARKWAY,0.0,0,0,0,0,0,0,0,Unsafe Speed,Unspecified,,,,4456687,Sedan,Sedan,,,,07.589592.786385
322,09/11/2021,15:10,,,40.736164,-73.97891,"(40.736164, -73.97891)",EAST 22 STREET,,,0.0,0,0,0,0,0,0,0,Traffic Control Disregarded,Other Vehicular,,,,4456076,Bike,Sedan,,,,09.736164.97891
323,07/03/2021,10:18,QUEENS,11691.0,40.59723,-73.76237,"(40.59723, -73.76237)",DEERFIELD ROAD,BEACH 29 STREET,,1.0,0,0,0,0,0,1,0,Failure to Yield Right-of-Way,Unspecified,,,,4456692,Station Wagon/Sport Utility Vehicle,Sedan,,,,07.59723.76237
324,09/11/2021,14:40,BROOKLYN,11231.0,40.67393,-73.999954,"(40.67393, -73.999954)",HAMILTON AVENUE,COURT STREET,,2.0,0,0,0,0,0,2,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,4456921,Sedan,Sedan,,,,09.67393.999954
325,09/11/2021,2:00,,,40.840153,-73.88572,"(40.840153, -73.88572)",CROSS BRONX EXPY,,,0.0,0,0,0,0,0,0,0,Unsafe Speed,Unspecified,,,,4456350,Station Wagon/Sport Utility Vehicle,4 dr sedan,,,,09.840153.88572
326,09/11/2021,23:00,,,40.599503,-74.067116,"(40.599503, -74.067116)",HASTINGS STREET,,,0.0,0,0,0,0,0,0,0,Unspecified,,,,,4456751,Sedan,,,,,09.599503.067116
327,07/04/2021,8:00,BRONX,10473.0,40.822456,-73.868065,"(40.822456, -73.868065)",,,851       NOBLE AVENUE,0.0,0,0,0,0,0,0,0,Unspecified,,,,,4456619,Sedan,,,,,07.822456.868065
328,09/11/2021,15:30,BROOKLYN,11223.0,40.59841,-73.97592,"(40.59841, -73.97592)",,,2014      WEST 4 STREET,0.0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4456001,Station Wagon/Sport Utility Vehicle,,,,,09.59841.97592
329,09/11/2021,14:30,QUEENS,11421.0,40.697083,-73.85476,"(40.697083, -73.85476)",,,84-22     91 STREET,0.0,0,0,0,0,0,0,0,Passing Too Closely,Unspecified,,,,4456560,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,,09.697083.85476
330,07/08/2021,6:00,BRONX,10470.0,40.896385,-73.87246,"(40.896385, -73.87246)",,,4203      ONEIDA AVENUE,0.0,0,0,0,0,0,0,0,Turning Improperly,Unspecified,Unspecified,,,4456632,Sedan,Sedan,,,,07.896385.87246
331,08/11/2021,0:01,,,40.695637,-73.80372,"(40.695637, -73.80372)",105 AVENUE,,,0.0,0,0,0,0,0,0,0,Unsafe Speed,,,,,4456853,Sedan,,,,,08.695637.80372
332,09/11/2021,9:30,,,40.69982,-73.996254,"(40.69982, -73.996254)",BROOKLYN QUEENS EXPRESSWAY,,,0.0,0,0,0,0,0,0,0,Passing Too Closely,Unspecified,,,,4456250,Station Wagon/Sport Utility Vehicle,Sedan,,,,09.69982.996254
333,09/11/2021,16:40,,,40.590313,-74.09794,"(40.590313, -74.09794)",JEFFERSON STREET,,,0.0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,Unspecified,,,,4456750,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,,09.590313.09794
334,09/11/2021,18:05,,,40.787544,-73.82394,"(40.787544, -73.82394)",WHITESTONE EXPRESSWAY,,,0.0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,4456089,Sedan,Station Wagon/Sport Utility Vehicle,,,,09.787544.82394
335,09/11/2021,2:00,BROOKLYN,11208.0,40.67539,-73.88113,"(40.67539, -73.88113)",SHEPHERD AVENUE,GLENMORE AVENUE,,0.0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,Unspecified,Unspecified,Unspecified,4456279,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,Sedan,Sedan,Station Wagon/Sport Utility Vehicle,09.67539.88113
336,09/07/2021,8:03,STATEN ISLAND,10301.0,40.634007,-74.07516,"(40.634007, -74.07516)",,,331       BAY STREET,1.0,0,0,0,1,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4456768,E-Bike,Sedan,,,,09.634007.07516
337,09/11/2021,13:53,QUEENS,11373.0,40.73844,-73.88628,"(40.73844, -73.88628)",,,77-00     QUEENS BOULEVARD,0.0,0,0,0,0,0,0,0,Backing Unsafely,Unspecified,,,,4456183,Sedan,Sedan,,,,09.73844.88628
338,07/08/2021,11:50,,,40.60855,-74.13216,"(40.60855, -74.13216)",BRADLEY AVENUE,NORTH GANNON AVENUE,,2.0,0,0,0,0,0,2,0,Driver Inattention/Distraction,Unspecified,,,,4456582,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,,07.60855.13216
339,09/11/2021,14:00,,,40.58573,-74.16865,"(40.58573, -74.16865)",,,2505      RICHMOND AVENUE,0.0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4456789,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,,09.58573.16865
340,09/11/2021,7:09,BROOKLYN,11229.0,40.599907,-73.94664,"(40.599907, -73.94664)",BEDFORD AVENUE,AVENUE U,,1.0,0,0,0,0,0,1,0,Unspecified,Unspecified,,,,4455757,Sedan,Station Wagon/Sport Utility Vehicle,,,,09.599907.94664
341,07/08/2021,15:40,MANHATTAN,10035.0,40.806713,-73.93782,"(40.806713, -73.93782)",,,1871      PARK AVENUE,0.0,0,0,0,0,0,0,0,Driver Inexperience,Unspecified,,,,4456604,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,,07.806713.93782
342,09/07/2021,3:00,QUEENS,11372.0,40.748318,-73.87742,"(40.748318, -73.87742)",ROOSEVELT AVENUE,89 STREET,,1.0,0,0,0,0,0,1,0,Driver Inattention/Distraction,Unspecified,,,,4457032,Sedan,,,,,09.748318.87742
343,07/05/2021,6:00,QUEENS,11434.0,40.68651,-73.76815,"(40.68651, -73.76815)",BAISLEY BOULEVARD,119 ROAD,,0.0,0,0,0,0,0,0,0,Other Vehicular,Unspecified,,,,4456651,Sedan,Sedan,,,,07.68651.76815
